0,1,2,3,4,5,6,7
700.0000000007374,349944.38639177004,1314.372444226646,5617.5368742772835,2916.473084953614,3974.372450770379,1255.9712092311515,78.21960995270292
1399.0000000007444,349426.7526823235,1303.2538334244334,5501.025313710822,3194.4258015096643,4619.740316005333,1257.5552480275635,78.2332011453262
2098.0000000007467,348909.11897286813,1316.8082836607302,5546.4620628314,3325.1864366382533,4244.13808390567,1255.0827604221429,78.24689052042149
2797.000000000761,348452.53557112627,1302.2154954854059,5723.704313148437,3164.1254191405214,4925.59827892658,1254.9846257046358,78.22730079979237
3496.000000000736,348290.1260695858,1326.6435654127806,5658.1428944963,3404.497371685542,4538.363890286143,1257.600888392629,78.2277207164954
4195.000000000755,347949.55686332233,1322.752867387974,5958.723363346381,3167.70195993279,4922.130316942539,1256.0060826650777,78.24322922350848
4894.0000000007585,347830.8082386556,1335.451440271559,6001.785707102032,3441.0131414442412,4946.987897022395,1254.2295427359488,78.23018344424723
5593.000000000763,347350.7633981653,1327.8166515523883,5928.019610435827,3278.4275286016136,5102.880669024894,1253.1601966679793,78.2616691937782
6292.000000000744,346923.138096302,1303.4420909476485,5975.969938988188,2952.5511070868974,4978.304481790455,1255.3682172004426,78.24013361331104
6991.000000000767,346612.81828597165,1342.0114517359996,5886.925562653736,3510.2677354019493,5231.468953235858,1255.9920608883479,78.23983653261028
7690.000000000749,346435.2531062532,1334.5343040627179,5904.303496693347,3643.9769770948797,5020.666367804807,1254.932986426531,78.31968043651507
8389.000000000751,346358.3922236639,1333.7304584004123,5967.001975996548,3303.399181533377,5078.583197724025,1252.6294545034118,78.25594276743685
9088.000000000777,345951.2364438181,1301.384977547191,6119.349477783387,3526.9556222965525,5176.716862563816,1255.1584915740339,78.274440663596
9787.00000000077,345402.77855905384,1303.8947978295796,6068.246444001401,3715.2281203469906,5202.002238146665,1251.3322127885688,78.29783361584256
10486.000000000755,345336.29718201276,1331.711774048095,6329.619706267475,3305.109407208221,4840.529269354802,1254.528172191878,78.297372388201
11185.000000000786,344809.4398806755,1353.2790712160725,6245.6666667184645,3672.8966704417944,5789.151611292111,1253.9432900173617,78.30014933524437
11884.00000000079,344367.29507302935,1377.8520742401204,6296.122111548243,3844.277282400472,4954.881741287733,1253.341238156327,78.26113324131468
12583.000000000782,344359.40170105686,1287.8381869693949,6426.450360995019,3568.230176066539,5316.5790253192345,1251.065024106717,78.34397824550004
13282.000000000762,344049.8923693646,1372.5748160641913,6264.554220423453,3844.4840280082035,5123.279850865178,1254.4646916796082,78.33990050630514
13981.000000000764,343579.836320624,1315.7385050782298,6401.495978930356,3621.696512313718,5099.042581868059,1250.4337200498078,78.30072331528298
14680.000000000759,343029.57182427804,1301.9055303731152,6307.005504540199,3515.0650011117414,5729.951041700555,1251.9561310636814,78.33564092963397
15379.000000000797,342890.89656891336,1361.0106512434534,6397.191411511966,4104.610740069411,5287.375798349553,1251.288874530858,78.33371433832723
16078.000000000762,342882.1928317837,1335.450927859285,6687.4735587276655,3815.631768160052,5812.576744164984,1250.6381870721025,78.35478605880112
16777.000000000775,342784.5334468387,1337.8493340476375,6744.842921801882,3925.8034352064715,6219.977766129433,1249.8012178586246,78.32490084985518
17476.00000000077,342322.2142802859,1335.2946967273133,6887.341767073193,3938.224262068466,5556.020540008043,1252.3410704862995,78.35881957873347
18175.000000000775,342083.6054882109,1348.4033457888704,6675.498923826349,3880.2738114895883,5668.386210440331,1250.6807654468896,78.32505833807842
18874.000000000764,341627.3928276776,1357.821234976981,6892.856428740666,4182.768159378916,5943.287906627538,1252.0908328803962,78.30528627756176
19573.000000000775,341073.6460648113,1325.174030985015,6749.226747624141,3949.313756087957,6201.299203657067,1247.2477654282513,78.3304782582017
20272.000000000782,341032.35330166185,1407.6676449419201,6981.163241061972,4078.0157148666735,6301.937913545349,1249.9782374069885,78.41389396613849
20971.000000000786,340958.65364889865,1309.8485435007617,6824.890604572815,4325.651961317916,6268.896962553866,1250.7632961910797,78.33921274781841
21670.00000000076,340749.17771686794,1314.496953543737,6917.629335072729,4548.356692636121,5740.181436359915,1247.708612168691,78.37186752331627
22369.000000000797,340625.7858053864,1372.3601446556634,7186.094562042004,4130.5253829893045,6472.164485285247,1249.4874317465888,78.39209391924183
23068.00000000076,340333.35905291827,1321.7678702559745,6996.386531033508,4228.108443846884,6530.009057150069,1246.1193429959199,78.35387731014491
23767.000000000793,339923.70159265026,1457.1832787411495,7238.580536195348,4202.70239143439,6230.628549832901,1246.5303306611986,78.39088262704752
24466.000000000797,339401.9278829607,1421.3271746457353,7442.49656359541,4447.180946006039,6336.9771126851965,1245.7503658536561,78.391166616752
25165.00000000081,339389.14133983286,1331.1801971807665,7508.929335196884,4754.7470409100015,6720.859760001992,1245.5710582087997,78.38836127286105
25864.000000000793,339174.8962709719,1453.7167126563274,7384.182100551315,4545.120260779336,6581.037855376676,1247.2523267862107,78.39538968723411
26563.000000000808,338729.280658349,1440.7929108613926,7439.5423591522485,4568.852235498706,7025.020923385217,1248.04250509606,78.45765320398914
27262.000000000782,338289.67350448365,1308.6417508068866,7606.099093054169,4470.264843712634,7258.69173714054,1244.8698414202333,78.44997124462498
27961.0000000008,338054.56309317815,1378.862665460204,7610.257486088285,4862.984559959153,6854.334228814823,1246.4450412205708,78.43690839045888
28660.00000000081,349922.4704456894,1458.5641539870405,5599.099485058914,2957.7629037342326,4063.27961896264,1257.8241952779565,78.27120739272753
29359.000000000768,349406.8439815645,1446.8361570442262,5613.328834357955,2948.838390658423,4321.985216045256,1257.6669108451456,78.23524669486999
30058.000000000822,348891.21740395896,1452.3454140900117,5737.18747658254,2936.761815645002,4473.606909316188,1256.8018564577228,78.26417263099032
30757.000000000793,348655.0865748554,1471.183650921709,5654.305532840749,3100.820704029158,4901.843875649361,1256.5840154547693,78.26013424969882
31456.000000000822,348474.16407078743,1463.5042904484314,5786.695749912765,3345.5291323669876,4976.504210373843,1256.2184328545768,78.23855783947572
32155.0000000008,348246.5160320328,1452.1208505032462,5885.621545658466,3396.094548816614,4800.234848183449,1257.3964714385424,78.25228618328251
32854.0000000008,348058.50053485465,1459.5989718222604,5947.21037627334,3475.2057487254433,4412.598082661227,1255.2062723034674,78.2984873235866
33553.00000000083,347609.9531502333,1506.4236532174957,6109.879156503452,3582.9145764173463,5353.969817119311,1255.1452970559649,78.26572894523659
34252.00000000081,347604.7101183047,1501.4894425762438,6115.695214100214,3313.6897276769832,5030.829256742134,1254.9812229208842,78.30864031110181
34951.0000000008,347193.92034834047,1479.1015524152135,6109.580827312671,3513.212087892151,4571.236384016927,1251.8864631099302,78.26624136221167
35650.0000000008,346661.8435055644,1451.1383233731638,6266.544997819117,3505.4242266879614,5088.552110231755,1255.3336759062388,78.31006743490545
36349.00000000081,346620.42273626744,1487.6295119272813,6404.494913461589,3859.1371388481543,5465.2462702578705,1253.6361409304695,78.3162719019733
37048.00000000079,346268.18034530757,1465.5550782722805,6178.677680583865,3544.272234859241,5257.7035920432845,1252.3080635869255,78.28426651065256
37747.00000000083,345783.2735408341,1450.426472253501,6412.686985967225,3681.687875437567,5683.725551022415,1254.4872621392253,78.29996755437779
38446.000000000815,345294.4227171689,1537.7518505965456,6461.739148949409,3324.776883320242,5621.627553608186,1254.1894440767212,78.3379778918308
39145.000000000815,345226.87961538165,1507.1618801504244,6269.755081669865,4078.6335261154254,5518.07392807862,1254.1327357531509,78.30309528351148
39844.00000000084,344995.16443095554,1558.9640310796085,6353.649756558091,4101.877841889894,6059.160711092778,1252.2245957636856,78.34515659084106
40543.000000000815,344989.0291008568,1492.2585457960292,6467.141458521438,3525.75254003832,5403.559816184297,1250.4241267339444,78.30512627020632
41242.00000000083,344437.02596782433,1542.6106005727977,6703.706938416078,4157.611553068153,5528.416976863938,1251.8272612659853,78.35762628135186
41941.00000000083,343949.5936519971,1561.7147038546439,6629.588922925844,4007.0002630318327,5585.5158172878355,1249.8280733738707,78.33927928546053
42640.00000000084,343628.7166254561,1532.3245152289849,6801.114393194272,3631.0082799304523,5758.318939269436,1249.7462102057843,78.33826026108224
43339.00000000081,343421.7287561724,1530.9890964441422,6737.280327704583,4033.0591910207977,6234.885495382293,1250.255260061771,78.33626885872965
44038.00000000083,343163.4096274748,1498.0572274618557,6722.385135023845,4360.59253481427,5557.323921379995,1250.8680852412465,78.38405767506134
44737.000000000844,342913.9069221695,1507.5831750989469,6814.86305803384,4397.873609252153,6302.8418854387155,1250.460950149422,78.39874356509746
45436.000000000815,342900.6283270428,1490.9121354246402,6842.730448115035,4433.717245944249,6193.823636934434,1250.4717098690899,78.37300468509065
46135.00000000084,342884.5768327957,1584.9693187804685,6841.087821009854,4184.518678611106,6368.540502966623,1248.969791175147,78.40374019316351
46834.00000000081,342685.2787512394,1588.3534248733176,6929.521481902369,4404.1892226554655,6035.941734215067,1249.0976643476533,78.36027549565271
47533.00000000086,342482.2410291011,1602.2231453428903,6939.070686355057,4038.1371224514883,6071.700799942334,1247.8642882375932,78.40101875194433
48232.00000000083,341939.2716348617,1552.1825829291233,7039.411601361518,4507.963754632147,6588.95105548705,1245.6888967234634,78.37542712795502
48931.000000000866,341848.21795721445,1598.7552576588118,7158.269023631249,4445.5437092208085,6824.367630517627,1246.6949588432378,78.35310059656948
49630.00000000084,341335.2049519293,1583.9802922530498,7093.010786782812,4620.443716529659,6923.130577620465,1245.2795516250674,78.42279895713635
50329.000000000844,341078.6279778173,1574.2885461663925,7353.936815173743,4257.671424296128,6812.2221290125935,1246.3589904547277,78.42491204206834
51028.00000000084,341069.17821904575,1484.780162029558,7246.134185403546,4940.036363966538,6777.248321600457,1245.7315416498182,78.40022954177459
51727.00000000086,340916.33831181895,1475.6379010262729,7461.370745107331,4974.862025541123,6718.602161977723,1246.182094531568,78.39525463060993
52426.000000000866,340429.3356336455,1554.4433820808154,7464.4121202525785,4360.819582959297,6462.978380554418,1244.5274303041954,78.41228246449766
53125.000000000844,340216.98920915485,1567.7685783792663,7668.810982637803,5071.785553139599,7336.048153362011,1244.983685398499,78.46051355129308
53824.00000000086,340066.64598920266,1553.0542604924544,7582.5259529463465,5079.637919713588,7550.583631465072,1246.7852911619955,78.45660222342752
54523.000000000844,339826.8937663303,1552.365395213749,7605.471808196153,5164.871211591255,7291.797070228011,1246.1553473944193,78.4632087043765
55222.00000000084,339547.3392348634,1534.4469792941763,7763.37456291112,4905.359342046092,7315.838046043889,1245.0316997795671,78.42027376764177
55921.00000000086,339267.45935443894,1526.0468263879181,7631.9095416321725,4827.583817583398,7252.839663214087,1245.6906373663417,78.44837809868379
56620.00000000086,349453.9965438505,1303.31060165168,6332.011326417738,3698.7664315813417,5168.5772257407225,1149.8685118741032,78.29376227354534
57319.00000000086,349353.65186682885,1292.6151316680175,6232.595730635629,3760.670013352892,5759.52249008477,1149.2847458291412,78.30836783439784
58018.000000000866,349253.3073032879,1295.1214477619642,6396.9175964802735,3516.4309929101582,5806.550422760668,1149.8834136562461,78.31442203805715
58717.00000000086,348730.36519706267,1298.3436777620484,6396.513299060256,3881.892880429407,5961.5932809620645,1148.2723996341824,78.30936623868796
59416.00000000087,348240.1852882943,1343.0955585140784,6654.958462247887,4029.3317194582523,5958.150411857964,1146.5410092780514,78.32199321221178
60115.00000000084,348115.9940192761,1300.6429153238578,6508.911539467029,3678.4313007959167,5879.936825782546,1148.7748285363032,78.30288809195972
60814.00000000086,347810.28980648774,1320.5255894233815,6595.926150341258,3848.504685222922,5812.490507489316,1146.333116601341,78.29559897570309
61513.00000000087,347414.0741264879,1296.6574291421116,6765.278940056507,4191.548833361193,6331.724098547912,1147.3317824311762,78.34521698632926
62212.00000000087,346978.7303262986,1348.2375136361838,6684.863140044648,4406.239439448374,5580.337751063293,1146.7267213266236,78.3644374984063
62911.00000000087,346872.2255804014,1346.6976055303103,6774.156950557498,3937.0238110659266,6509.261851515539,1144.8890132946738,78.36920107843387
63610.00000000084,346412.0051245642,1342.762488663708,6911.589186914909,4107.130604386063,5793.217665813209,1143.9556137431873,78.38444221776963
64309.00000000086,345903.85657983605,1325.1623959185022,6857.310038983233,3883.720273863503,6206.271545992204,1144.8210911348508,78.34192119710833
65008.00000000084,345762.3030018479,1373.4071027921555,7017.349500026209,3900.815146721378,6003.653890377401,1144.1482481850812,78.40171059340666
65707.00000000086,345256.3524633842,1340.6340878560693,6935.736070914698,4547.894468275416,6123.128767496441,1142.5755682784943,78.42280730706912
66406.0000000009,345192.0979166869,1379.464762052502,7217.423729297576,4111.2135277739835,6148.8234943142015,1145.7201853102315,78.38231915537563
67105.00000000084,344845.8981421535,1285.1224334368706,7222.804719817567,4463.118556931565,6080.481630189884,1145.294642013382,78.37540037986535
